source,citeEnd,sectionName,citeStart,string,label,label_confidence,citingPaperId,citedPaperId,isKeyCitation,id,unique_id,excerpt_index,label2,label2_confidence
properNoun,61.0,Methods,51.0,"Pellegrini-Calace M, Maiwald T, Thornton JM (2009) PoreWalker: A novel tool for the identification and characterization of channels in transmembrane proteins from their three-dimensional structure.",method,,92810f807b0f67223bfae2f8f4378cea2912b33e,73f83c08eeea349312fa047be0da46b57205cfa6,False,92810f807b0f67223bfae2f8f4378cea2912b33e>73f83c08eeea349312fa047be0da46b57205cfa6,92810f807b0f67223bfae2f8f4378cea2912b33e>73f83c08eeea349312fa047be0da46b57205cfa6_6,6,,
explicit,205.0,1 Introduction,188.0,"The response to a generated question will be supplied in the following conversations, which may be novel but not necessarily occur in the input as that in traditional QG (Du et al., 2017; Yuan et al., 2017; Tang et al., 2017; Wang et al., 2017; Mostafazadeh et al., 2016).",background,1.0,48bff8eae05fb5369b0026742eaa79178e107fbb,bc6ad001c395e92920839e45dfd7e05ce69405d2,True,48bff8eae05fb5369b0026742eaa79178e107fbb>bc6ad001c395e92920839e45dfd7e05ce69405d2,48bff8eae05fb5369b0026742eaa79178e107fbb>bc6ad001c395e92920839e45dfd7e05ce69405d2_6,6,,
explicit,208.0,METHODS,187.0,"For nocodazole treatment of embryos, L4 worms were grown on perm-1(RNAi) feeding plates at 20¬∞C for 16-18 hr, then dissected in an open imaging chamber filled with osmotic support medium (Carvalho et al., 2011;
 Wueseke et al., 2016) and 20 ¬µg/ml nocodazole (Sigma).",method,,d8545b06ab9318b96e8906fcad7ad9e297850522,7ad400a02f33cf4427aca07cab48faf9a7306dc5,False,d8545b06ab9318b96e8906fcad7ad9e297850522>7ad400a02f33cf4427aca07cab48faf9a7306dc5,d8545b06ab9318b96e8906fcad7ad9e297850522>7ad400a02f33cf4427aca07cab48faf9a7306dc5_0,0,,
explicit,142.0,Methods,117.0,The exponent of the power law correlation is considered a measure of the magnitude of the Matthew Effect (Katz 1999; Ronda-Pupo and Katz 2016c; van Raan 2013) mathematically described in the following way.,method,,b81190e42a0366a9e67641eba54b0ac5c00deb2e,859b90e41739b7cbe10b03df3c1e12beb78fe136,False,b81190e42a0366a9e67641eba54b0ac5c00deb2e>859b90e41739b7cbe10b03df3c1e12beb78fe136,b81190e42a0366a9e67641eba54b0ac5c00deb2e>859b90e41739b7cbe10b03df3c1e12beb78fe136_2,2,,
explicit,106.0,Methods,103.0,Epitopes that were predicted by the two programs simultaneously (excluding those previously identified [9]) were synthesized using the Spot synthesis method [14] on derivatized cellulose membranes with an Ala-Ala linker; peptide size ranged from 9 to 14 amino acids [15].,method,,977c14654b7959acadedf8602018fd7a78d6a6e8,0bcff61b58f5de72bbf61e0aefc343242baae30e,True,977c14654b7959acadedf8602018fd7a78d6a6e8>0bcff61b58f5de72bbf61e0aefc343242baae30e,977c14654b7959acadedf8602018fd7a78d6a6e8>0bcff61b58f5de72bbf61e0aefc343242baae30e_3,3,,
explicit,59.0,Methods,38.0,"The non-photosynthetic strain CC-373 (Shepherd et al., 1979) has a deletion in the chloroplast atpB gene and was used to transform GUS reporter genes.",method,,e1f4d070204076b4871af42ba1b5bc141dc5c1f7,2040e4e6863873e905f9b0c68b59d8b86129311a,True,e1f4d070204076b4871af42ba1b5bc141dc5c1f7>2040e4e6863873e905f9b0c68b59d8b86129311a,e1f4d070204076b4871af42ba1b5bc141dc5c1f7>2040e4e6863873e905f9b0c68b59d8b86129311a_1,1,,
explicit,145.0,METHODS,138.0,"The approach to treatment of a lymphoid tumor of the eye and its adnexa includes an assessment of the patient’s ocular and systemic status.(1-30) If the patient shows no sign of systemic lymphoma after an evaluation by the oncologist, then the ocular tumor is addressed with complete excision plus cryotherapy if the mass is small and accessible (lymphoma of the conjunctiva or anterior orbit) or incisional biopsy and low-dose radiosurgery if the mass is large (posterior orbital tumors).",method,0.7201000000000001,13e1ae04338649fc93817536891b96c04b3011cb,e4d55ce4baa96eb4fd77a2c27de168cfedad611b,True,13e1ae04338649fc93817536891b96c04b3011cb>e4d55ce4baa96eb4fd77a2c27de168cfedad611b,13e1ae04338649fc93817536891b96c04b3011cb>e4d55ce4baa96eb4fd77a2c27de168cfedad611b_0,0,,
explicit,176.0,Methods,149.0,"distances were calculated between all population pairs considering the likely routes of human migration out of Africa, following the criteria set by Ramachandran et al. (2005). The test was performed with the software Passage version 2.",method,,faed1a633204b8a669a44574338d395a767b16bf,69b65e23b7af8708c7029c041baeba8d36177f4f,True,faed1a633204b8a669a44574338d395a767b16bf>69b65e23b7af8708c7029c041baeba8d36177f4f,faed1a633204b8a669a44574338d395a767b16bf>69b65e23b7af8708c7029c041baeba8d36177f4f_6,6,,
explicit,175.0,DISCUSSION,151.0,"Therefore, differences between our results and those from rodent studies may reflect species differences as previously noted for the amygdalostriatal (Fudge et al., 2002, 2004) and amygdala-CeN paths (Fudge and Tucker, 2009).",result,,ed1df8ae4fb0722879ec363d2c2785b2df3131fb,0dab63f0dcb6adc29438b9465f677bbe3c98839e,False,ed1df8ae4fb0722879ec363d2c2785b2df3131fb>0dab63f0dcb6adc29438b9465f677bbe3c98839e,ed1df8ae4fb0722879ec363d2c2785b2df3131fb>0dab63f0dcb6adc29438b9465f677bbe3c98839e_0,0,supportive,
explicit,283.0,RESULTS,258.0,"We suggest that the interaction of two superimposed stimuli occurs during early sensory processing, while the interaction of two spots or separated patches of dots may occur later in sensory-motor integration or even in the motor pathways for pursuit (e.g., Kahlon and Lisberger 1999).",background,,09d9ed5f5fed57451813a61491212be9c22a0579,f051de3d224fc395afe77e07d47096ab0dd9ea2f,True,09d9ed5f5fed57451813a61491212be9c22a0579>f051de3d224fc395afe77e07d47096ab0dd9ea2f,09d9ed5f5fed57451813a61491212be9c22a0579>f051de3d224fc395afe77e07d47096ab0dd9ea2f_1,1,,
explicit,167.0,4. Discussion,156.0,"Reformulated from a neurobiological perspective, supraliminal stimuli induce global broadcasting i.e., long distance reinforcement and reverberation loops (Baars, 2002; Dehaene & Naccache, 2001).",background,1.0,69b52ecdc151f23d6e14273ff4cbffa6b20152e4,414ca9cc4a095f65ba7ec8fe00bb994b1ae81c14,False,69b52ecdc151f23d6e14273ff4cbffa6b20152e4>414ca9cc4a095f65ba7ec8fe00bb994b1ae81c14,69b52ecdc151f23d6e14273ff4cbffa6b20152e4>414ca9cc4a095f65ba7ec8fe00bb994b1ae81c14_0,0,,
explicit,175.0,Introduction,157.0,"This is possible because the generation time is shorter, the genetic material can be manipulated easily and the cultural conditions can be optimized easily (Gupta et al., 2004).",background,1.0,71dac16832f967772481ccf241fab4afbdc006c7,5637b36d92ca7731ba8b62bac07b8571e97e0ece,True,71dac16832f967772481ccf241fab4afbdc006c7>5637b36d92ca7731ba8b62bac07b8571e97e0ece,71dac16832f967772481ccf241fab4afbdc006c7>5637b36d92ca7731ba8b62bac07b8571e97e0ece_1,1,,
explicit,196.0,2.1 Methods,192.0,The variance for the two-stage estimator with continuous outcomes is here calculated using a sandwich variance estimator to account for possible misspecification of the first-stage regression [22].,method,0.6281,04ed11fea13b353656d029e2fb563b8ca520bc4a,e607fd3f048f24d42167e252711413b920c8d75d,False,04ed11fea13b353656d029e2fb563b8ca520bc4a>e607fd3f048f24d42167e252711413b920c8d75d,04ed11fea13b353656d029e2fb563b8ca520bc4a>e607fd3f048f24d42167e252711413b920c8d75d_0,0,,
explicit,146.0,Introduction,126.0,Some kinetic characteristics of microorganisms found in bioreactors used for waste gas treatment have recently been reported (Pedersen et al. 1997).,background,1.0,514a1cd1da8efb6e0cefba35ecc149cf12bcd0ae,1a47a322d0a4c756c713913bc0b37d8eb9e38349,True,514a1cd1da8efb6e0cefba35ecc149cf12bcd0ae>1a47a322d0a4c756c713913bc0b37d8eb9e38349,514a1cd1da8efb6e0cefba35ecc149cf12bcd0ae>1a47a322d0a4c756c713913bc0b37d8eb9e38349_2,2,,
explicit,219.0,Heterogeneity among studies,195.0,"Among the six studies that reported detailed results on the timing of randomized controlled trial registration, compliance with the ICMJE policy requiring prospective trial registration was poor [16, 22, 24, 27, 32, 33].",background,1.0,45edff55835cc98c06c893d5bed2a8dc2b308655,1e526b851137c3deca29c1cd0e3c852ef7744d3e,True,45edff55835cc98c06c893d5bed2a8dc2b308655>1e526b851137c3deca29c1cd0e3c852ef7744d3e,45edff55835cc98c06c893d5bed2a8dc2b308655>1e526b851137c3deca29c1cd0e3c852ef7744d3e_6,6,,
explicit,136.0,Results and discussion,132.0,"The CRK-SH3 is a typical class II domain that can bind the peptide motif of PxxPx+ (where + refers to a positively charged residue) (12), which well matches the sequence pattern of SecPeptide (161LGPPSPVKMP170).",background,1.0,23ab707d609c1b26ae64bbd3f5921073d1561f8d,bf67c223bad17925756a915a501ab598848c39af,False,23ab707d609c1b26ae64bbd3f5921073d1561f8d>bf67c223bad17925756a915a501ab598848c39af,23ab707d609c1b26ae64bbd3f5921073d1561f8d>bf67c223bad17925756a915a501ab598848c39af_1,1,,
explicit,183.0,,161.0,Homeostatic Model Assessment–Insulin Resistance (HOMA-IR) was calculated as follows: HOMA-IR = fasting glucose value (mg/dl) × fasting insulin value (μU/ml)/405 (Matthews et al. 1985).,method,,439fb02e7457da470a31961847ee8a215b96bab8,43781b850f0b718afe13e1cd5ebd5ab5b61ea086,False,439fb02e7457da470a31961847ee8a215b96bab8>43781b850f0b718afe13e1cd5ebd5ab5b61ea086,439fb02e7457da470a31961847ee8a215b96bab8>43781b850f0b718afe13e1cd5ebd5ab5b61ea086_0,0,,
explicit,267.0,Introduction,245.0,"…general anesthesia and (Liley and Bojak, 2005) model the proconvulsive properties of several volatile anesthetic agents, most modeling efforts aim at understanding the dynamical mechanisms underlying bi-phasic responses (Bojak and Liley, 2005; Hutt and Longtin, 2010; Steyn-Ross et al., 1999).",background,1.0,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab,c14be2a7007e022da13889d804a540d0c0c34264,True,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264,bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_7,7,,
explicit,123.0,Background,117.0,"There is a strong correlation between the progression of interstitial fibrosis and the progression of cystic disease [9,10].",background,1.0,e23f2f361fe98c07d36c92079f053915648eed4c,f8deac41eef2c9c4e01ada1fa04b7407e9b385ae,False,e23f2f361fe98c07d36c92079f053915648eed4c>f8deac41eef2c9c4e01ada1fa04b7407e9b385ae,e23f2f361fe98c07d36c92079f053915648eed4c>f8deac41eef2c9c4e01ada1fa04b7407e9b385ae_0,0,,
explicit,298.0,2. Preparation of Brain Slices to Study Neuronal,290.0,"First, the entrance of sodium during cell depolarization mediated by glutamate may trigger multiple events potentially leading to cell death, such as the influx of chloride and water (causing cell swelling), a sodium-induced increase in cytosolic calcium, or a decrease in intracellular pH (28, 29).",background,0.738,318ff0c00e6899a66ee4a4d969e0d72500e16a3e,41129a35ce2f54686e6a9c697a4ab9d6b0312150,True,318ff0c00e6899a66ee4a4d969e0d72500e16a3e>41129a35ce2f54686e6a9c697a4ab9d6b0312150,318ff0c00e6899a66ee4a4d969e0d72500e16a3e>41129a35ce2f54686e6a9c697a4ab9d6b0312150_2,2,,
etAlPhrase,171.0,Discussion,157.0,"However, the results of studies by Sajedi and Alizad,[20] Ghahramani
and Tavakolizade,[21] Amir Ali Akbari et al.,[15] Nouhjah et al.,[30] Ozbek et al.,[39] Hediger et al.,[18] Potijk et al.[25] and Richter and Janson[24] are in contradiction with the above results.",result,1.0,c5707d1dd230d01ba95869477cf3e69a9732c585,e3dd5368152f9f9c62fe2904531b18bf6fa28b33,True,c5707d1dd230d01ba95869477cf3e69a9732c585>e3dd5368152f9f9c62fe2904531b18bf6fa28b33,c5707d1dd230d01ba95869477cf3e69a9732c585>e3dd5368152f9f9c62fe2904531b18bf6fa28b33_4,4,,
acronymParen,15.0,METHODS,11.0,"Effects of CACC inhibitors were analyzed by the following four-parameter logistic function: y min (max min)/[1 (x/IC50) Hill slope], where min and max are the bottom and top of the curve, respectively, IC50 is the concentration of half inhibition of block, and the Hill slope is a reflection of the steepness of the curve.",method,,b9f16a5d74c6c42f2c5f5a6c3f6aaeaaf5de9b13,28e8f78fd591c5895ec5fc4b6732943f58c9f626,True,b9f16a5d74c6c42f2c5f5a6c3f6aaeaaf5de9b13>28e8f78fd591c5895ec5fc4b6732943f58c9f626,b9f16a5d74c6c42f2c5f5a6c3f6aaeaaf5de9b13>28e8f78fd591c5895ec5fc4b6732943f58c9f626_0,0,,
explicit,64.0,,61.0,8 Recall of our video-based fish species recognition results [2] on the FishCLEF 31K dataset,background,1.0,a289de92de2503b632efd7acc13080ab026986b7,38f44f3fee43b4cdf4379397d519bc60aef59d24,False,a289de92de2503b632efd7acc13080ab026986b7>38f44f3fee43b4cdf4379397d519bc60aef59d24,a289de92de2503b632efd7acc13080ab026986b7>38f44f3fee43b4cdf4379397d519bc60aef59d24_5,5,,
explicit,79.0,1. Introduction,66.0,"Excess glutamate and excitotoxicity also contributes to epilepsy (Meldrum, 1994), and causes seizures in animal models.",background,1.0,d250e16f6b031ce871f0d1e1aae46921f03aba64,42ec17726b0c25ea19208c7b8588cd8012ffc072,False,d250e16f6b031ce871f0d1e1aae46921f03aba64>42ec17726b0c25ea19208c7b8588cd8012ffc072,d250e16f6b031ce871f0d1e1aae46921f03aba64>42ec17726b0c25ea19208c7b8588cd8012ffc072_0,0,,
explicit,137.0,1. Introduction,133.0,There exists a deadlock in the system when there is a set of processes waiting for resources held by other processes in the same set [15].,background,1.0,e2b1971d1c50117549c1e2d2f2b5cc3c395120c9,260b50bf2bbd82e8c80acc4c0ebc73ecbd0279af,True,e2b1971d1c50117549c1e2d2f2b5cc3c395120c9>260b50bf2bbd82e8c80acc4c0ebc73ecbd0279af,e2b1971d1c50117549c1e2d2f2b5cc3c395120c9>260b50bf2bbd82e8c80acc4c0ebc73ecbd0279af_4,4,,
explicit,253.0,INTRODUCTION,234.0,"In addition, a new flgII-28 region distinct from flg22 in the flagellin of Pseudomonas syringae pv. tomato (Pst) has been recently characterized as a MAMP, which may be specifically recognized by Solanaceae species (Cai et al., 2011; Clarke et al., 2013).",background,1.0,c0bd57273408d61d0802b8d5ec231c6fa59736e2,d6277359d5f4a7fdca105c27d0e5896eaa6de5f8,True,c0bd57273408d61d0802b8d5ec231c6fa59736e2>d6277359d5f4a7fdca105c27d0e5896eaa6de5f8,c0bd57273408d61d0802b8d5ec231c6fa59736e2>d6277359d5f4a7fdca105c27d0e5896eaa6de5f8_3,3,,
explicit,156.0,1. Introduction,135.0,"…(HPMC) (Kushida and Gotoda, 2013; Miyazaki et al., 2011) or enteric polymers such as hydroxypropyl methylcellulose phthalate (HPMCP) (Miyazaki et al., 2011) and hydroxypropyl methylcellulose acetate succinate (HPMCAS) (Friesen et al., 2008; Tanno et al., 2004) have demonstrated use…",background,0.7381000000000001,d8a0715ca3e004b4e92f4ebf02ef39c45106ec50,15d47a35e929ec108f47d8dcfd07b2de0c064b10,True,d8a0715ca3e004b4e92f4ebf02ef39c45106ec50>15d47a35e929ec108f47d8dcfd07b2de0c064b10,d8a0715ca3e004b4e92f4ebf02ef39c45106ec50>15d47a35e929ec108f47d8dcfd07b2de0c064b10_3,3,,
explicit,84.0,Introduction,77.0,"In mammals, the evidence indicates OHC somatic motility is a key contributor [20–24], and this is the motor we focus on here.",background,1.0,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59,37e7ba41fa4f19d0d75e054276dafd86f2e90d28,True,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59>37e7ba41fa4f19d0d75e054276dafd86f2e90d28,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59>37e7ba41fa4f19d0d75e054276dafd86f2e90d28_1,1,,
explicit,76.0,Discussion,55.0,", 2009), this synteny was also observed in Salmo salar (Pendás et al., 1994), Oncorhynchus mykiss (Móran et al.",background,0.6151,1b89a4b69a53c314ee6d79695c54fe4e8503c9d1,5b7127bd29f8d7ed11022b4f1bb3888a10281c58,True,1b89a4b69a53c314ee6d79695c54fe4e8503c9d1>5b7127bd29f8d7ed11022b4f1bb3888a10281c58,1b89a4b69a53c314ee6d79695c54fe4e8503c9d1>5b7127bd29f8d7ed11022b4f1bb3888a10281c58_1,1,,
explicit,36.0,1. Introduction,32.0,The goal in our ISCA 2012 paper [66] is to mitigate such detrimental e ects of bank con icts in a cost-e ective manner.,background,1.0,df63fdb20669a8b7d3ba7dafebf75b9a94d7ba46,4390f4a06a036b8f04cbb4fe7611fa5af9492797,False,df63fdb20669a8b7d3ba7dafebf75b9a94d7ba46>4390f4a06a036b8f04cbb4fe7611fa5af9492797,df63fdb20669a8b7d3ba7dafebf75b9a94d7ba46>4390f4a06a036b8f04cbb4fe7611fa5af9492797_4,4,,
explicit,149.0,Introduction,130.0,"SVCT2 has been detected in mice skeletal muscle (Kuo et al. 2004) as well as in two murine muscle cell lines (Savini et al. 2005, Savini et al. 2007b).",background,1.0,b667b3efde0de087b7f736fd6d9b6180c978d97d,32c771849468ddf41fe3890da32a0e235cad30f7,True,b667b3efde0de087b7f736fd6d9b6180c978d97d>32c771849468ddf41fe3890da32a0e235cad30f7,b667b3efde0de087b7f736fd6d9b6180c978d97d>32c771849468ddf41fe3890da32a0e235cad30f7_3,3,,
explicit,202.0,Discussion,183.0,"…that there is ample evidence from functional magnetic imaging experiments that in humans prediction errors are indeed encoded in the dorsal striatum (e.g. Valentin & O’Doherty, 2009; Cooper et al., 2011), including regions of dorsal putamen most comparable to rat DLS (e.g. Garrison et al., 2013).",background,1.0,dfa93f8940770740c6a270c47349fd54d4a713b3,2a75b1663009d46e28127c1b5c92098dbf9ae219,False,dfa93f8940770740c6a270c47349fd54d4a713b3>2a75b1663009d46e28127c1b5c92098dbf9ae219,dfa93f8940770740c6a270c47349fd54d4a713b3>2a75b1663009d46e28127c1b5c92098dbf9ae219_0,0,,
explicit,245.0,2.2 Methodology,241.0,"Using the final XML description that contains the intended architecture, we are able to perform a final architecture analysis to measure the violations in the code of the intended architecture (and thereby to measure the architectural decay [11] of the code).",method,,8acc4194e6fc32898c3ceaf8761bb26b4cd7dc1f,51b64144ea8026984333b038aec9679d4a41c1a8,False,8acc4194e6fc32898c3ceaf8761bb26b4cd7dc1f>51b64144ea8026984333b038aec9679d4a41c1a8,8acc4194e6fc32898c3ceaf8761bb26b4cd7dc1f>51b64144ea8026984333b038aec9679d4a41c1a8_0,0,,
explicit,184.0,Q Protein of Phage λ,174.0,"Static complexes modified by 82Q in the presence of NusA but not in its absence resist both an oligonucleotide-mediated release reaction that models the intrinsic terminator (126, 156) and the activity of Rho (126); the latter suggests either that Rho has an obligatory target site in the region where RNA emerges, or that the Q-modified complex is strengthened enough to resist the force of the Rho translocase.",background,1.0,e06c8966e57806d20fc9329f16636b2fac2469b8,e4675af68d613dc95ae1c192ed154307a0d3d7be,False,e06c8966e57806d20fc9329f16636b2fac2469b8>e4675af68d613dc95ae1c192ed154307a0d3d7be,e06c8966e57806d20fc9329f16636b2fac2469b8>e4675af68d613dc95ae1c192ed154307a0d3d7be_0,0,,
explicit,136.0,Introduction,129.0,"An option is ‘targeted surveillance’ of patients with severe underlying disease or risk factors for ESBL-E carriage at admission [17,18].",background,0.7307,c16cf37df1d9cd7d3848156b00ac49a4d4583cae,f10f90beeab2f0c92a385c1d96e13a8d36559316,True,c16cf37df1d9cd7d3848156b00ac49a4d4583cae>f10f90beeab2f0c92a385c1d96e13a8d36559316,c16cf37df1d9cd7d3848156b00ac49a4d4583cae>f10f90beeab2f0c92a385c1d96e13a8d36559316_2,2,,
