contextID,citationID,CONTENTS,LABELS
146120880,164757789,")N , and by the prime number theorem one has about a 1/ logN chance of success with each attempt, so the algorithm will succeed with (say) 99% certainty after at most logO(1)N units of time. See also =-=[10]-=- for a probabilistic algorithm for detecting primes in polynomial time which predates the AKS algorithm, as well as a deterministic algorithm for detecting primes in a certain subset of the primes. If",UNK_UNK
32119079,31527194," regularization, such as e.g. low norm matrix factorizations, have seen many applications recently. We propose a new approximation algorithm building upon the recent sparse approximate SDP solver of (=-=Hazan, 2008-=-). The experimental efficiency of our method is demonstrated on large matrix completion problems such as the Netflix dataset. The algorithm comes with strong convergence guarantees, and can be interpr",UNK_UNK
82729528,85849914,"wareness and perceptual binding (Croft, Williams, Haenschel, & Gruzelier, 2002; Engel & Singer, 2001; Llinas & Ribary, 1993; Meador, Ray, Echauz, Loring, & Vachtsevanos, 2002; Rodriguez et al., 1999; =-=Sauve, 1999-=-; Sewards & Sewards, 2001; Uchida et al., 2000). The low-resolution electromagnetic tomography algorithm (LORETA) of EEG signals selects the smoothest of all possible three-dimensional current distrib",UNK_UNK
18520744,17352992,"detection algorithm (ii). We accomplished the two experiments through instruction-accurate simulations. The simulations were carried out using Mentor Graphics Seamless CVE [33], aided by Synopsys VCS =-=[53]-=- for Verilog HDL simulation and XRAY [34] for software debugging. For the experimentation, we implemented three versions of PDDA according to the numbers of resources and processes. One PDDA implement",UNK_UNK
28502610,27791250,"NN 13/22/0 - C4.5 18/17/0 22/13/0 - TB 22/13/0 25/10/0 29/6/0 - LB 28/7/0 27/8/0 31/4/0 28/7/0 - 4.2.3 Friedman Test and Nemenyi Test To compare all algorithms in one go, we follow Demsar",UNK_UNK
10463915,9860803,"lynomial multiplication and for gcd's are used. When using classical arithmetic, the complexity of this algorithm turns to O(n 3 + n 2 log q) or O(n 3 log n) depending on the relative size of q and n =-=[6]-=-. THE MINIMAL POLYNOMIALS 23 Corollary 3. When n is prime to the characteristic p of F q , a normal basis of F q n can be computed in O(n 3 ) elementary operations on the data of a matrix representing",UNK_UNK
186021458,216438660,"he equation of state applied to the end-of-step internal energy, hence the coupling. Another pressure-correction algorithm implementing a similar correction step for stability reasons is presented in =-=[46]-=-. In addition, in the absence of diffusion (i.e. for the Euler equations) and for the particular equation of state p = (? ? 1) ? e, ? > 1, this correction step yields a scheme which keeps the velocity",UNK_UNK
142135326,161473417,"n budget ?. Values for ? were chosen in an increasing fashion starting from 0, until the resulting average performance began to degrade. Algorithm Best Performance CPU Time ALP 897 hours TD-Learning (=-=Bertsekas and Ioffe, 1996-=-) 3,183 minutes ALP with bootstrapping (Farias and Van Roy, 2006) 4,274 hours TD-Learning (Bertsekas and Tsitsiklis, 1996) 4,471 minutes Policy gradient (Kakade, 2002) 5,500 days SALP 10,775 hours Tab",UNK_UNK
40272426,41876362,"iques for matching activities [76], finding similar process models [59], and checking consistency [77]. The algorithm by Polyvyanyy et al. builds on using specific criteria for aggregating activities =-=[78]-=-, for instance, if the relative effort of an activity is below a certain threshold. By varying this threshold, the degree of aggregation can be adjusted to the needs of the user. An abstraction approa",UNK_UNK
16989072,15874162,", smallest bounding box [3], covering points by unit cubes and balls [13, 10], closest pair [7, 5], collision detection [15], minimum spanning tree [5], shortest path [11], line segments intersection =-=[6]-=-, connectivity of rectangles [14], and approximate extent measures [3]. A survey on KDS can be found in [12]. The RK model differ from the KDS model in 3 ways. Firstly, in the RK model, the algorithm ",UNK_UNK
21318352,20097076,"ts belonging to the background image (e.g., cars) which suddenly start to move. This problem has been addressed by combining background subtraction with frame differencing or by high level operations =-=[27]-=-,[28]. III. SEGMENTATION ALGORITHMS This section describes object detection algorithms used in this work: BBS, W4, SGM, MGM and LOTS. The BBS, SGM, MGM algorithms use color while W4 and LOTS use gray ",UNK_UNK
32629065,32191349,"hm and log-loss to consider other loss functions and algorithms that are more appropriate for our task. There has also been some work on tracking in the online learning literature (see, for example, (=-=Herbster & Warmuth, 1998-=-; Koolen & de Rooij, 2008)). Our method uses a different class of actions than the tracking framework in these works. The algorithm of (Herbster & Warmuth, 1998) considers, as their class of actions, ",UNK_UNK
57325290,58084160," the execution time, page faults, and space requirements of multithreaded algorithms written with this consistency model when the execution is scheduled by the randomized work-stealing scheduler from =-=[7, 10]-=- and dag consistency is maintained by the BACKER coherence algorithm from [8]. A multithreaded algorithm is a collection of thread definitions. Analogous to a procedure definition, a thread definition",UNK_UNK
82672283,85776812,"ent a method based on steerable line profile matching with multiple scales. A robust detection of contour points followed by a linking algorithm based on the line profile orientations is presented in =-=[5]-=-. An alternative strategy is to attach points to the current contour based on the local information [6], where the orientation of the contour and the local filter response are used together to minimiz",UNK_UNK
162234327,182403695,maly Detection Techniques.sType Technique Data Analysis Reciprocity Online/Offline Adaptability Data ProcessingsDistance/Density-basedsMD [29] Multivariate Spatial Offline Non-adjustable Centralsk-NN =-=[38]-=- Univariate Spatial Offline Non-adjustable LocalsXie et al. [32] Multivariate - Offline Non-adjustable DistributedsClustering AlgorithmsRajasegararset al. [33]sMultivariate Temporal Offline Non-adjust,UNK_UNK
82016714,84971303,"nal approaches to the TCP performance problems, which often require changes to TCP end-points by adopting either a new TCP mechanism (e.g. TCP extensions and new algorithms as described in literature =-=[7]-=-, [8], [9], [10]) or a non-standard configuration (e.g. with extraordinary large window size). There is no doubt that these solutions can improve the TCP performance, but the biggest disadvantage is t",UNK_UNK
28496481,27785394,") and, thus J(H0; H1; ...; Hk01) where J(H0; H1; ...; Hk01) = (I 0 YY T ) = vol (Projn (Ck(H0; H1; ...; Hk01))) vol (M (fW : (W) 1g)) m (I 0 Z T Z) is the Jacobian of the previous transformation (see =-=[5]-=-, Appendix F). Combining these observations leads to the following algorithm for solving Problem1. Algorithm 2 1) Let . Generate samples uniformly distributed over the set fH0 : (H0) 1g : 2) Let . For",UNK_UNK
37560656,38961985,"parallel job scheduling algorithms [8,21] to the high-performance scientific web service context. Many projects have studied accelerating BLAST through parallel processing on SMP machines or clusters =-=[3,4,5,7,9,12,13,15]-=-, with the current trend of enabling database segmentation [9,13]. Our case study of parallel BLAST server examines resource allocation and data placement issues related to handling online BLAST queri",UNK_UNK
139555483,159005496,presentatives are chosen then the partition of Data D issdone: a cluster Cj will now consist of all points closer tosrepresentative sj than to any other representative.sd) PAMInitialMeans: This method=-=[6]-=- is based onspartitioning around medoids(PAM) algorithm whichssearches for k representative objects in the dataset calledsmedoids of the clusters. The sum of dissimilarities ofsobjects to their closes,UNK_UNK
135141162,153724346,"form can be derived. Alternatively, an iterative multi-linear optimization can be used which can handle partial feature tracks. In contrast to recently presented NRSfM algorithms for multiple cameras =-=[18,19,17]-=-, our algorithms do not require feature point correspondences between different cameras. This is analogous to [16] where similar results have been deA Unified View on Deformable Shape Factorizations 3",UNK_UNK
10606325,9992704,"tilize the robot redundancy while accomplishing efficient end-effector trajectory control. This approach was implemented originally for RRC manipulators controlled by VME-based multiprocessor systems =-=[9,15]-=-, and the resulting algorithms were tested extensively in several tasks. 3.1. Configuration Control Configuration Control allows user specification of additional tasks for redundancy resolution, besid",UNK_UNK
12909102,12057593,"devise strategies for tracing reliably in uncertain areas. For both of these reasons, streamlining algorithms to date have chosen not to trace pathways through areas of low diffusion anisotropy (e.g. =-=[5, 7]-=-). Diffusion anisotropy tends to be low in areas of high uncertainty in fiber direction (although the converse is not necessarily true [8]), and therefore, by tracing fibers only when anisotropy is hi",UNK_UNK
78923648,81276571,"proposed by Karp and Sipser [15]. It is similar to SGM, but it keeps track of the vertices with a single unmatched adjacent vertex and immediately matches these. Theoretical studies by Aronson et al. =-=[2]-=- and Karp and Sipser [15] show that KSM is highly likely to find perfect matchings in random graphs, and in practice, it is significantly more effective than SGM. The SGM algorithm needs only CCS (or ",UNK_UNK
155310938,174536235,"his is, however, at the expense of requiring slightly more measurements. In our framework, we use a convex optimization algorithm, the Basis Pursuit Denoise algorithm implemented in the SPGL1 package =-=[25]-=-. Based on our tests, this algorithm required fewer measurements (smaller M ) than greedy algorithms to achieve an equivalent reconstruction accuracy; this results in a higher compression, as a smalle",UNK_UNK
200640980,237718185,"ns was executed. Unfortunately, the computational time grows exponentially with the number of molecules. More details about the algorithm used can be found in previous publications about LiF clusters =-=[13, 12]-=-. 3.2 Creation of the (H2O)+n After the optimization of the neutral cluster, this step is the first and most simple way to look for the ionic clusters. At this case, the stable structures found on the",UNK_UNK
27942249,27218773,"These kinds of algorithms learn a dependency structure in the search distribution. Such algorithms are subsumed under the name of estimation-of-distribution algorithms (EDAs; Baluja and Davies, 1997; =-=M",UNK_UNK
19934608,18741880,"te multigraph G with n vertices and m edges is equal to its maximum degree k. The best algorithm currently known for finding a proper k-edge-coloring of such a multigraph runs in time O(m log k), see =-=[2]-=-, or the forthcoming book [6], and applies rather elaborate data structures together with the basic approach of [5]. Another algorithm, of Cole and Hopcroft [1], finds such a coloring in time O(m log ",UNK_UNK
141221587,160718487," vote over a set of real-valued voters. To do so, the point which calls our attention here is the domain disagreement of Equation (4). Indeed, it finds its root in the theoretical bound (the C-bound (=-=Lacasse et al., 2007-=-)) over the (source) risk of the majority vote, from which (Laviolette et al., 2011) have derived an elegant and performing non-adaptive algorithm for learning a weighted majority vote over a set of r",UNK_UNK
67697606,68951371,"ic SoftDecision Decoding (ASD) approach in [11] by providing an algorithm that converts a matrix of posterior probabilities ? to a multiplicity assignment matrix M. Various papers, such as [13], [3], =-=[8]-=-, have been published since [11] that propose using a different method for converting ? to M. However, few papers have given insight into the decoding region of ASD. One exception is [8], which charac",UNK_UNK
30211517,29536911,"ferent allocation, which is then deemed to be unschedulable. Such anomalies are known to exist for EDF scheduling, in particular, FF (First Fit) and FFDU (First Fit Decreasing Utilisation) allocation =-=[93]-=-. These anomalies also exist for many fixed task priority partitioning algorithms [9]. In 2003, B. Andersson [9] showed that global fixed task priority scheduling of periodic tasksets using an exact s",UNK_UNK
3660774,3548915,"ning the projected partitions on the intermediate level uncoarser graphs/hypergraphs using various heuristics including FM. In this work, we use direct K-way GPES version of MeTiS [41] (kmetis option =-=[38]-=-) in our indirect GPVS algorithms and our multilevel HP tool PaToH [10] in our one-phase A-toA SB transformation approach. One of the most important applications of GPVS is George's nested",UNK_UNK
83059549,86240892,"th known geographical coordinates are visible in all images, the cameras are initially oriented using a linear algorithm [3] and further nonlinearly refined by bundle adjustment on the camera motions =-=[5]-=-. In the laboratory setup, knowledge of the landmark points is simulated by previously reconstructing the models depicted in Figure 5(a). The coordinates of model corners, as well as the lightning ele",UNK_UNK
79351066,81796491,ocessing step to reduce the size of the instance before applying an algorithm. Being able to ensure that this kernel has actually polynomial size in k enhances the overall speed of the algorithm. See =-=[11]-=- for a recent review on kernalization. The existence of a polynomial kernel can be a subtle issue. A recent result by Fernau et al [6] shows that Rooted k-Leaf Outbranching has a cubic kernel while k-,UNK_UNK
7987745,7633857," sparse linear systems=-=[8, 47, 10, 35]-=-. We show that the parallel Cholesky factorization algorithms described here are as scalable as the best parallel formulation of dense matrix factorization on both mesh and hypercube architectures for",UNK_UNK
3518084,3414395," several training example documents for each keyphrase in the vocabulary. On the other hand, keyphrase extraction typically works well with only about 50 training documents (Turney, 1997, 1999, 2000; =-=Frank et al., 1999-=-; Witten et al., 1999, 2000). A learning algorithm is domain-specific when the learned model does not generalize well from one domain to another domain. Keyphrase assignment is domain-specific, since ",UNK_UNK
147093363,165559918,"focus is on reductions from satisfiability algorithms to a range of polynomial time problems, such as matrix multiplication and the Vector Domination Problem. 1 Introduction Ever since Cook and Levin =-=[3, 16]-=- proved the NP-completeness of 3-SAT, satisfiability problems played a central role within complexity theory. Their result puts satisfiability algorithms in the center of the arguably most important q",UNK_UNK
37148400,38518698,"ucing significant numbers of holes in the surfaces. After initializing the voxel data structure, we estimate the surface normal for each occupied voxel. We use the total least squares (TLS) algorithm =-=[7]-=- to fit a plane to the voxel centers of the N nearest neighbors of the target voxel. We also estimate the planarity of the point as the smallest eigenvalue of the scatter matrix that is formed during ",UNK_UNK
18143918,16992724,"among organisms, research on the immune system has now provided the first clear evidence that ontogenetic adaptive changes can be achieved by cumulative blind variation and selection within organisms =-=[25]-=-. The clonal selection algorithm (CLONALG), to be described further in the text, aims at demonstrating that this cumulative blind variation can generate high quality solutions to complex problems. IV.",UNK_UNK
26435538,25662022,e lifetime of the sensor network. They proposed two centralized heuristic techniques for target coverage; one uses linear programming and the other is a greedy approach. We use the greedy approach in =-=[6]-=- as a baseline for comparison with our protocols (see Section V). Meguerdichian et al. [12] proposed centralized algorithms for achieving both deterministic and statistical coverage using Voronoi diag,UNK_UNK
128220728,145244653,"ut it can be located by searchsalgorithms such as the Perturbation and Observation (P&O)salgorithm [3]-[4], the Incremental Conductance (IC) algorithms[5]-[6], the Constant Voltage (CV) algorithm [7]-=-=[8]-=-, thesArtificial Neural Network (ANN) algorithm [9], the FuzzysLogic (FL) algorithm [10]-[11], the Particle SwarmsOptimization (PSO) algorithm [12]-[13]. These existingsalgorithms have several advanta",UNK_UNK
14885670,13874603,"ifications (also referred to as deltas [11]) can reduce the access latency for a subsequent read request without any significant increase in bandwidth requirements [10]. The original leases algorithm =-=[8]-=- required that a valid lease be held prior to both read and write requests. For web environments, we assume that clients can only read but not write to an object. Writes to objects are done in a contr",UNK_UNK
27627400,26922580,"ilar semantics occurring in defined time-windows and spatial masks. In order to define a model for user-specific semantics, a parametric similarity . measure - between two sub# graphs and is employed =-=[18]-=-. This measure is an extension of the inexact matching algorithm proposed in [19]. The parameter vector * weights the contribution of each type of sub-graph features. A given parameter vector correspo",UNK_UNK
1771223,1674372,"known probabilistic algorithms are not safe. Reasons are averaging over several observations [4, 8, 15] or selecting synchronization messages to update the local state based on their round-trip delay =-=[6, 2, 13]-=-. Both techniques do not guarantee to improve the absolute accuracy, though it is very likely that they do. Lamport 's Algorithm [12] is safe, but not live if the embedded hardware clock runs faster t",UNK_UNK
200724570,237839984," as waveform shaping and advanced modulation which allow for several benefits, including simpler algorithms 17 for dispersion compensation and beer modulation for more spectrally efficient signaling =-=[42]-=-. e main reason for the effectiveness of digital signal processing in combating physical phenomena is because signal processing abstracts the effects produced by various components of the communicati",UNK_UNK
146001063,164658015,"and category information. However, one major drawback is that it contains only 235 images and the limited number of scenes may lead to over-fitting when using the learning-based algorithms. ",UNK_UNK
86236689,90096072," con guration is done, once and for all|until the next \\hardware release"". Commercial products already exist: QuickTurn [14] sells large con gurable systems, dedicated to hardware emulation. Compugen =-=[15]-=- sells a modular PAM-like hardware, together with several con gurations focusing on genetic matching algorithms. More systems exist than just the ones mentioned here. A thorough presentation of the is",UNK_UNK
133460445,151848554,polygon to physical polygon is eliminated as done in Ref. [44]. The actual physical polygonal element is then triangulated. Delaunay triangulation algorithm as implemented in software package TRIPACK =-=[47]-=- is used to triangulate the enriched elements. In each subtriangle a 25-point Gauss quadrature rule is used [42]. Triangulation for enriched elements in quadrilateral and hexagonal mesh is shown in fi,UNK_UNK
76648581,78647416," a random simulation will run to find one of the possible scenarios starting from this point. The algorithm is usually summarized in four steps: expansion, selection, simulation, and back-propagation =-=[1, 8, 10]-=-. Expansion. The algorithm starts by building the tree from its root, which is the current state of play. The first step is to expand the root by adding children that represent all the states that can",UNK_UNK
3809160,3691257,"e maximizer of the likelihood (1), namely, b ff = arg max ff L(ff). Unfortunately, given the form of (1) we have been unable to obtain a direct expression for b ff. Instead, we follow the approach in =-=[4, 5]-=-, and employ the Expectation Maximization (EM) algorithm to obtain an iterative approximation b ff (`) , ` = 0; 1; : : : ; to (local) maximizer of the likelihood (1). The basic idea behind the EM algo",UNK_UNK
132620103,150923665,"v and Li [2005], Kappen [2007], Toussaint [2009] have been shown to be powerful methods for controlling high-dimensional robotic systems. For example the incremental Linear Quadratic Gaussian (iLQG) [=-=Todorov and Li, 2005-=-] algorithm is one of the most commonly used SOC methods. It uses Taylor expansions of the system dynamics and cost function to convert the nonlinear control problem in a Linear dynamics, Quadratic co",UNK_UNK
131075860,149305091,"st third step. Apply LDSP again in last step and MBDspoint declared as best MV. Therefore, it can be noted that thesMDS algorithm always use a fixed 41 search points in eachsstep to calculate each MV =-=[14]-=-.s(a) MDSPs(b) LDSPsFig 7: MDS search patternss3. RESULTS AND DISCUSSIONsThe compilation and simulation is done by using MATLABs2014a software tool. The specifications of the computerssystem which is ",UNK_UNK
123068481,138492413,"ct the positions and velocities at some future time t+ ?t. A large variety of finite-difference schemes, each with varying degrees of accuracy and computational speed, are available in the literature =-=[92, 93]-=-. In terms of MD simulation, the most attractive algorithms are those that require little read/write memory, satisfy the known conservation laws, and allow 19 for a large timestep. Two schemes that sa",UNK_UNK
6223990,6002629,"may be formulated as a minimization problem, Minimize k [ N . . . E ] k Subject to Y \\Gamma N = [\\Phi +E]F (13) 9 The Frobenius norm is used. A recursive total least squares (RTLS) algorithm based on =-=[21]-=- (see also [22]) is used to solve (13) efficiently. Since the formulation of the reconstruction problem is in the frequency domain, utilizing complex DFT coefficients, (13) is transformed to an equiva",UNK_UNK
15264532,14231476,"ar objective function being optimized and the history of objective values as Y( f,t, ? ) = f ( x1) ,..., f ( xt) . A performance measure, ? , maps Y( f,t,? ) to the real numbers. Wolpert and Macready =-=(1995, 1997)-=- proved the following No Free Lunch theorem. Theorem 1 (NFL-1): For any two algorithms ? 1 and 2 ? , any t { 1,..., } ? X , any z ??, and any performance measure, ? , ? z, ? Y f, t, ? = ? z, ? Y f, t,",UNK_UNK
156703116,176098031,"e optimal complete alignment parameters which includes both translation and rotation parameters. This work was further used in different matching algorithms and improved, such as in [18], [19], [20], =-=[21]-=- and [22]. 4 International Journal of Computer Applications (0975 8887) Volume 103 - No. 8, October 2014 6. EXPERIMENTAL RESULTS The experiments were performed using a public FVC2004 in DB3B, Db4a and",UNK_UNK
92262967,97790900,"r in a multispectal image, are fed into a rough-fuzzy neuron in the RFHN. Therefore, only 2/N pixels are selected as the training samples if an N-dimensional multispectral image was used. Wang et al. =-=[72]-=- proposed a new nearest neighbor clustering classification algorithm based on fuzzy-rough set theory (FRNNC). First, they make every training sample fuzzyroughness and use edit nearest neighbor algori",UNK_UNK
141710209,161119860,"convex solver such as cvx [20]. Additionally, iterative algorithms have been developed specifically for LASSO; all these are inspired by proximal methods [21] for nonsmooth convex optimization: FISTA =-=[22]-=- and SpaRSA [23] are accelerated proximal gradient methods [21], SALSA [24] is an application of the alternative direction method of multipliers. These methods are first-order methods [19], in essence",UNK_UNK
3872057,3752018,"ter uses an assignment of ranks that is based upon the recursively defined Q-value functionsQ, whereas the former uses a fixed assignment of ranks. Using the theory of generalized mdps (Szepesv'ari & =-=Littman, 1996-=-), we can show that this difference is not important from the perspective of proving the existence and uniqueness of the solution to Equation 7. Define CONVERGENCE OF ON-POLICY RL ALGORITHMS 11 O a Q(",UNK_UNK
11469580,10764414,"sponses to past queries and may route future queries accordingly [6, 16, 19]. Another way a peer can control routing is by looking at signatures that servers generate to describe their shared content =-=[4, 9]-=-. Queries are routed to servers whose signatures are the best matches. Finally, many P2P routing algorithms are based on distributed hash tables [13, 15, 20], which efficiently route single keys to no",UNK_UNK
11372505,10680496,"striction to Ca and the induced element in Fq(C). Overview over this work Our algorithm can be viewed as a variant of the recent double large prime variation algorithm by Gaudry, Th",UNK_UNK
22430230,21283081,"g constraints, which require that certain groups of subgoals be dispatched together tosone source for evaluation. Query evaluation using views is one instance in which grouping constraints are useful =-=[13, 6]-=-. Such constraints also often arise in integration of heterogeneous knowledge and reasoning systems [2, 1]. We show how to adapt our algorithm to handle grouping constraints, albeit the algorithm now ",UNK_UNK
135093341,153671068,"the computational and the storage requirements. Sparsity can be exploited by computing the least squares solution of ?w = b from the sparse QR factorization of ?, for which efficient algorithms exist =-=[22]-=-. ",UNK_UNK
132078092,150336752," the algorithm shows its time complexity is O(mn2), with linearstime dependence in practice by using indexing. Testsdatasets from the Web Service Challenge[9] are used toscompare with other algorithms=-=[10,11]-=-. Tests show thatsthe algorithm significantly outperforms existing algorithms in terms of composition efficiency whilesachieving optimal end-to-end QoS.s1sProblem Definitionss1.1sService vs. composite",UNK_UNK
1299754,1220086,"y, then cross-monotonicity implies that S ? T satisfies it. The cost shares are then set at xi(u) = gi(R(u)). There is a natural iterative algorithm to compute a cross-monotonic costsharing mechanis=-=m [14, 5]-=-: Start by assuming the receiver set R 0 = P , and compute the resulting cost shares x 0 i = gi(R 0 ). Then drop out any user j such that uj < x 0 j ; call the set of remaining users R1 . The cost sha",UNK_UNK
17961143,16816797," such as the estimation of surface normals, or matrix adjacency among the sample points from range scanners, efficient algorithms exploiting these information can be used such as the ones proposed in =-=[8, 10, 17, 19]-=-. However, in absence of any such extra information, Voronoi/Delaunay based methods seem to be very effective if not the most. The major complaint against Voronoi/Delaunay based methods is that they a",UNK_UNK
24261207,23294191,"MCG03]. The particle neighborhood radius is two times the initial particle distance on grid. The fluid surface is represented by an iso-surface which is triangulated using the Marching Cube algorithm =-=[LC87]-=-. Then, the triangular mesh is rendered with POV-Ray, which is publicly available at www.povray.org. 7. Animation Results The example animations are produced in order to demonstrate the contributions ",UNK_UNK
150672900,169352237,"ndings. The downside of the low-tube-voltage technique is an increase in the image noise, which can be compensated by increasing the tube current and using the iterative reconstruction (IR) algorithm =-=[13]-=-. Gnant R et al. [14] demonstrated that neck CT at 70 kVp was feasible with 34% dose reduction compared to the standard protocol at 120 kVp. Iterative reconstruction (IR) algorithms have been introduc",UNK_UNK
