contextID,citationID,clean__citation_context,utilize_label,USAGE_LABELS
59857727,59192062,"ength; as far as we know this is the first example in q of this kind. 2 extension of the coefficient field several algorithms for decomposing univariate rational functions are known, see for instance and 1 . in all cases, the complexity of the algorithm grows enormously when the coefficient field is extended. a natural question about decomposition is whether it depends on the coefficient field,",0,MENTION
65869573,64638942,"diagnosis 1 and effective monitoring of therapies in retinopathy 2 . alotof research has been focused on the development of algorithms and strategies for the extraction of the retinal vessel tree , especially with respect to the accuracy required for more precise and repeatable diagnostic methods. among other techniques, active contours have been shown as a flexible tool for vessel extraction,",0,MENTION
82893095,80240207,"nd we isolate real roots as soon as we approximate them within less than b 2. effective solution algorithms rely on continued fractions (see below), having highly competitive implementation in synaps and its descendant realroot, a package of mathemagix, on the descartes rule of signs, and the sturm or sturm habicht sequences. theorem 3.2 the rational algorithms discussed in the sequel isolate al",0,MENTION
84379705,81509772,of maximum pairs orientation admits a solution d such that p d p (4logn).furthermore gamzu et al. 7 show that maximum pairs orientation admits an o(logn loglogn)-approximation algorithm. in it is shown that k pairs orientation is fixed parameter tractable 4 when parameterized by the maximum number of pairs that can be connected via one node. they posed an open question if the problem is,0,MENTION
7115230,7439361,"we had to initially use a best estimate quot; of the gradient a0. thus, there is no guarantee how our implementation of this algorithm would work, even on the same problem class as that posed in 22 sets from 22 are labeled sc quot; while those from 21 are labeled mc quot;. we present a summary of the test problems in table 1. the numbers in the second column are the problem set numbers as",0,NOTALGO
7660272,8016411,"speed, while p 7 through p 13 were crippled. figure 5.5 compares the results of using the hcgm linear-partition algorithm and then sorting locally against the results obtained by standard sample sort . the test sorts a list of 2:5 delta 10 6 integers, using the leda implementation of quicksort as the local sorting function. in both cases, the input is initially distributed in a load balanced mann",1,USE
18032745,19219398,"manceofthepb -tree on the itanium 2 processor, focusing on various implementation choices and their effect on performance. 1. introduction modern computers are based on the von neumann architecture , which separates the processing unit (cpu) and storage (main-memory). the trend in the last two decades has been that cpu speed is increasing at a rate of about 60 per year, whereas main-memory spee",0,NOTALGO
39729812,38274395,"iption we use two functions, namely minimum hp(g) and minimum 1pc(g,u): the function minimum hp(g) corresponds to the algorithm for computing a minimum path cover of an interval graph g described in , while minimum 1pc(g,u) corresponds to the algorithm for computing a minimum path cover with specified endpoint u of an interval graph g described in this paper. algorithm hp biconvex input: a biconv",1,USE
190951764,168158603,"y using the following observations: (i) no, sh, ns are correct, (ii) the class of theories csi is closed under disjoint union, and (iii) the class sh is contained in csi. similar results are given in . as an additional remark, we mention the possibility of refining the abstract inference systems presented here with strategies as done in 10 , so to get a more fine-grained rule-based implementation",0,NOTALGO
4236173,4378670,"e d(c i ; c j ) as an independent random integer x, 0sxs10 6 . here and in what follows, quot;random quot; actually means pseudorandom, using an implementation of the shift register random number gen . for these instances it is known that both the optimal tour length and the ap lower bound approach a constant (the same constant) as n 1. the rate of approach appears to be faster if the upper boun",0,MENTION
10001597,10616350,"n of the sequence. fig. 1. regular or red refinement of a tetrahedron we use an algorithm which combines regular (red) and irregular (green) mesh refinement as introduced for 2d meshes by bank et al. and its extension to three dimensional tetrahedral meshes of bey 2 and go ong 8 . these refinement algorithms are carried out in three steps. first, a refinement rule for a single element has to b",1,USE
10760054,11464380,"d, and can instead focus on problems unique to that community. using xml also provides a common basis for interoperability that can easily leverage techniques such as semantic mediation 12 and xslt , and assist with automated provenance management. finally, by building libraries for formats such as netcdf, hdf5, grib, and others on a common bxsa implementation, they can avoid duplicating code fo",0,MENTION
14787654,15858048,"ection we present our algorithm, algorithm learn boxes, which learns unions of n-dimensional boxes over infinite domains. the algorithm gets a labeled sample and uses the algorithm learn sensitive of to produce a hypothesis consistent with the sample. we then extend the hypothesis to n in a way that the vc-dimension of the extended hypotheses is small. the details of learn sensitive are not impo",1,USE
6835904,7144983,"they do not give a solution to atomic broadcast, we think that it will be straightforward to extend their solution of consensus to prefix agreement and thus to atomic broadcast. f. cristian et al. in propose an atomic broadcast algorithm, called on-demand atomic broadcast. their algorithm tolerates crash, omission and performance failures and has good performance with bursts of messages. their sy",0,MENTION
11526607,12320699,"the input string and may even loop. to solve this problem, in this section we extend the s 2 and s 1 tabulation techniques to the case of bidirectional push-down automata. 5.1 the s 2 framework from we know that extensions of push-down automata can be tabulated by using s 2 items storing the two elements on the top of the configuration stack. in the case of bpda, s 2 items are of the form b, i,",1,EXTEND
34509726,34447221,"are distinguishable (which they are not in 5 ). 4 security models 4.1 chosen plaintext security we begin by extending the usual left-or-right (lor) indistinguishability game for a cpa adversary from to handle stateful encryption and leakage of length information. this extension is only needed at intermediate steps in our security analysis, while we are primarily interested in the security of the",1,EXTEND
40312438,38845825,"we have also extended the results of 50 to the case of partial observation in order to handle more realistic applications 41 . symbolic algorithms have also be developped and implemented in sigali 4. application domains 4.1. panorama keywords: telecommunication, control-command systems, smart-cards, software embedded systems, transportation systems. the methods and tools developed by the verte",0,NOTALGO
46023531,45212561,"epathy game with c 8. however we will see that h is a pseudo-telepathy game with c 12.3 a protocol with probability 1 using qft in this section we extend the protocol by brassard, cleve and tapp . their protocol employs the quantum hadamard transform while our protocol employs the quantum fourier transform (qft) with any order, which can be exactly done as shown by mosca and zalka 10 . we de",0,NOTALGO
56028459,55414353,"t the length of the longest wrapper chain is minimized. we have developed two faster heuristic approaches to produce near-optimal solutions. these two models extend the bin design method presented in for 2d wrapper design. the first heuristic presented is less close to optimality but faster for cores with many scan-chains, while the second heuristic is slower for cores with many scan-chains but p",1,EXTEND
57102561,56437196,"eme. we have extended the wrapper task approach to the flexible rapm framework. the detailed discussion of the algorithm is omitted due to space limitations and the interested readers are referred to for more details. however, we would like to emphasize that the dynamic slack reclamation through the management of wrapper tasks will not cause any timing constraint violation. 6 simulation results a",1,EXTEND
74113219,72907302,"consider here. as an aside, our paper gives results in the explicit scenarios model: it would be interesting to extend results to cases where exponentially many scenarios can be handed, e.g., like in . bicriteria results for robust versions of profit maximization k-location problems (e.g., locating k depots such that one salesman can start at each of these depots and travel for at most some time b",0,NOTALGO
95212648,90246571,"thesmaximum, the minimum or the average value in this range.ssome features are also normalized by speaker.s3.2. co-trainingsin this study we use an extended version of the basic cotraining algorithm . we use prosodic and lexicalsinformation as two separate views for the sentencessegmentation task. our co-training approach consists ofsmultiple stages. in the first stage, we train two separatesmode",1,EXTEND
171604850,152684621,"l sciences,shamadan, iranstel: 98 813 8380466sfax: 98 813 8380208se-mail:sasadvaisiraygani kums.ac.ir;smtgoodarzi yahoo.comsreceived: 7 sept 2014saccepted: 18 nov 2014savicenna j med biotech 2015; 7 : 50-56ssabokrouh a, et alsavicenna journal of medical biotechnology, vol. 7, no. 2, april-june 2015s51 nucleoprotein enzyme and its expression extends telomeres and prevents dna damage leading to mai",0,NOTALGO
96921834,91577826,"he black sourcesswere identified as athletes. though this is one of those stereotypes that appearsflattering, it consists of grouping these minorities into a frame white society has createdsfor them ( ).sboth papers explicitly identified minorities at a significant rate. whites weresseldom, if ever, identified as white. and, those explicitly identified minorities were moreslikely to be quoted using",0,NOTALGO
49770776,49602682,"see the next section for more evidence). rmd-1 interacts with aurora b kinase it has been proposed that in other organisms, aurora b kinase functions to destabilize incorrectly attached microtubules ( ). indeed, inactivation of aurora b induces multiple chromosome segregation defects in mammalian cells, including unsegregated chromosomes and lagging chromosomes (kallio et al., 2002). consistent wit",0,NOTALGO
5730314,5930658,"n be as low as 10 k for single ropes. other authors have suggested that this upturn may signal a condensation of the system to form a collective charge- or spin- density wave ground state in the tube , 9 . however, the observed dependence of this crossover on the sample morphology and quality suggests that disorder or other three-dimensional effects may actually control this low-temperature behav",0,NOTALGO
18873396,20068338,"ms that (on the map-theoretical level at least) none of the existing results in regular maps explicitly uses the known faithful linear representations of triangle groups as presented, for example, in . the main aim of this article is to",0,NOTALGO
202910239,240978702,"on presented earlier of a small fraction of dimensions (read landmarks) being actually relevant to the learning problem. so, in the second step, we use the forward greedy selection algorithm given in to learn a sparse predictor. the use of this learning algorithm necessitates the use of a different generalization bound in the final step to complete the utility guarantee given below. we refer the",1,USE
202818346,240848489,every i 0. all computations are performed on states reachable from a predefined set of initial states. the algorithms described in this work are implemented using symbolic model checking techniques . boolean formulas can be constructed from the propositional variables of the model. a formula is said to be satisfied in a state if and only if the assignment of variable values in the state to the c,1,USE
202560953,240476003,"nd are easy to interpret. we thus considered each pathway map of the kegg database as one subnetwork. we then computed the full set of elementary modes inside each of them using a classical algorithm (additional data file 1). because of their combinatorial nature, a number of different elementary modes usually share common reactions along their path. it often occurs that several elementary modes",1,USE
202379888,240218054,"ime sewww.josis.org mining sensor datasets with spatiotemporal neighborhoods 25 ries that can be used for the purposes of data mining. in this experiment the bottom up segmentation algorithm found in was used. the piecewise linear approximation algorithm was applied to the mean of the time series for both datasets. since the temporal intervals are based onmd between two spatial nodes, the differe",1,USE
202316682,240128303,"previous study, we used iterative proportional fitting (ipf), an algorithm applied to hierarchical loglinear models to fit observables and interactions such as such univariate and bivariate marginals . though ipf fits the desired marginals, it converges slowly and it does not explicitly calculate or output the fitting parameters. these parameters are important, because in a subsequent study, we us",1,USE
202268109,240058405,"n be used, such as those that rely on the bayesian information criterion metric to determine k 27 . for this work, we have used em clustering 9 , a distribution-based clustering algorithm. the weka implementation of the em clustering can determine the number of clusters automatically, which makes it easy to use in our setup, as it avoids having to adjust the number of clusters based on the node",1,USE
202245022,240026024,measurements are then filtered andseeg features extracted using kde and gmm as describedsin section ii.c. the classification algorithms studied in thisswork are all performed using the weka software . thesdefault model suggestions of weka were implied assclassifier structures.sthe time taken to built the models weresa portion of second; as example the used bayesian networkstook 0.02 sec for train,1,USE
202122274,239850671,e the most straightforward to adapt. we have used an algorithm with an explicit time-integration of the nonlinear terms and where the stokes operator is inverted using a velocity correction technique . in our implementation we adapt the,1,USE
202000078,239671018,"novel burst detection algorithm, which is not the focus in this paper, we use a three-step approach for the detection. first, on each dimension, we employ a bayesian change point detection algorithm to fit curves using the time series (other curve fitting algorithms will do the job, too). as an example, we plot the time series along with the fitted curves in figure 2. we then apply a simple temp",1,USE
201764175,239334273,"en the point is declared to be a false neighbor. the fnn strategy is thus to increase the embedding dimension until the percentage of fnn is below a satisfactory threshold. the algorithm presented by is used for the selection of d. fig. 2 illustrates the soi algorithm for the case of an adaptive controller. the time window memory is a sliding window using the last n observation of a state output,",1,USE
507299,541772,"ch that routing delay is minimized. 5 implementation in list scheduling heuristic to perform our network topology exploration experiments, we implemented our techniques in a list scheduling algorithm . however, our strategies are independent of the scheduling heuristic and can be used in other heuristics such as force-directed scheduling as well. our list scheduling heuristic uses interconnect inf",1,USE
15979806,17097541,"atterns for our second experiment, we ran three different programs for answering enumeration queries: streematch is based on the improved linked list representation of suffix trees, as described in . mamy is based on suffix arrays and uses the algorithm of 29 with additional buckets to speedup the searches. we used the original program code developed by gene myers. esamatch is based on enh",0,NOTALGO
18692135,19882600,"n), which follows from lemma 2 and the fact that the path-width of a planar graph is o( n) (see 2 ). this result can also be proved using a variant of the randomised algorithm of malitz 21 (see ), or the derandomised algorithm of shahrokhi and shi 29 . as a final word, we estimate the constants in the o(n) volume bound of corollary 1. take a graph g with bounded tree-width tw(g) k and bou",0,MENTION
28697605,29392616,"as explained below, is that different edge types carry different amounts of authority. another appropriate domain for authority flow ranking is that of biological data. the hubs of knowledge project applies the pagerank algorithm on a query-dependent subgraph of the original biological graph. raschid et al. rwl 06 apply pagerank and objectrank to answer navigational queries on biological data.",0,MENTION
56431007,55777508,"is np-complete and not approximable to any constant. however, themetricvariantofmintsp, wheretheedgeweights ofgc formsametricover the vertex set, is known to be maxsnp-hard 8 . in fact, christofides introduced an elegant approximation algorithm for metric min tsp that produces a solution with approximation factor 3 2. however, almost 3 decades later there still is no approximation algorithm with",0,MENTION
75677535,74139230,"ave equal codes. 3.3 first generation as it was shown by gutin and karapetyan (2009a) (and we also confirmed it empirically by testing our memetic algorithm with construction heuristics described in ( )), it is beneficial to start any map local search or metaheuristic from a greedy construction heuristic. thus, we start from running greedy (we use the same implementation as in (gutin and karapetyan",1,USE
85179424,82181580,"ion to execute in a given state. more recent planners to employ determinization that are, in contrast to ff-replan, successful at dealing with probabilistically interesting problems include rff-rg bg . at the same time, the latter kind of algorithms typically invokes a deterministic planner many117 more times than our techniques do. this forces them to avoid the all-outcomes determinization, as t",0,NOTALGO
3424901,3528954,"ble from the channel. koetter and vardy have recently proposed an algebraic soft-decision decoding algorithm by extending the list decoder of guruswami and sudan. the koetter-vardy (kv) algorithm 4 chieve up to about 4 db of coding gain at a frame-error-rate (fer) of 10 3 on a gaussian noise channel, with a practical range of 1 1.5 db and gains of 2 7 db on a rayleigh fading channel 6 .",0,MENTION
11483424,12273061,"imizations are based on the idea that the initial network topology will change in time due to mobility and dynamic traffic flows. for our work we implemented a scatternet formation algorithm based on , given the good performance in reducing the interference of these algorithms. we form scatternets in two phases. in the first phase, nodes execute inquiry and inquiry scan with a probability of an",1,EXTEND
12641080,13547829,"er qualities. single link defines the cluster distance to be the smallest point-wise distance between two clusters, while complete link uses the largest one. a third compared method is normalized cut , which partitions data into two clusters. we apply the algorithm recursively to produce a top-down hierarchy of 2, 4, 8, 16, 32 and 64 clusters. we also compare with the k-means algorithm, k 4, 10,",1,USE
13044075,13986644,"for the sequential and the parallel algorithms has been a positive one. the algorithm itself is much closer to the high-level presentation given here, compared to an earlier java-based implementation . using a tuned bdd library gives us high performance in the sequential case already, exploiting haskell s foreign function interface (ffi). gph as parallel language allows rapid prototyping of differ",0,MENTION
33705697,33788028,1ma in twisted edwards coordinates and 1m 1s (k 6)m 5s 2ma in extended coordinates. 5.3 miller loop miller s algorithm loops over the bits in the representation of n. we follow hisil et al. and denote the system of projective edwards coordinates (x1 : y1 : z1) by e and the extended system (x1 : y1 : z1 : t1) by e e . if the whole computation is carried out in e e each addition step in t,0,NOTALGO
56657261,55983437,"umber of new clauses learned, although some cdcl implementations may learn multiple clauses from one conflict. 2.4.1. the vsids heuristic the vsids (variable state independent decaying sum) heuristic for choosing the next decision variable in the cdcl algorithm is based on weights of the propositional variables. when the sat solving process is started, the weight of a variable is initialized to t",0,MENTION
80784031,78493815,"erating software (gcos). the cel files were imported to genespring gx software (agilent) for analysis. three different algorithms were used for data normalization: the robust multiarray average (rma) , the guanine cytosine rma (gcrma) (26), and the probe logarithmic intensity error (plier) estimation (27). data was filtered by expression, keeping the entities where at least 2 out of 10 samples had",1,USE
85000415,82041881,a novel simplified linear predictor is developed for this purpose. the objective of the scheme and algorithm is the removal of high-density salt and pepper noise in images. k. aiswarya et al. (2010) described a new algorithm to remove high-density salt and pepper noise using modified sheer sorting method. the new algorithm has lower computation time when compared to other standard algorithms. re,0,MENTION
1496902,1585927,"ordered plans with conditional branches for observed uncertainties. details of the algorithm are in 37 . the ideas from this algorithm are now used in several other planners and algorithms including . see section 3.1. 1 planning impact future subtask plans generation techniques and methods influenced techniques being extended in other planners such as arpa--made program. 18, 20, 8, 27, 34, 29 .",0,MENTION
1651354,1747465,"lgorithm 31, 32, 69 , which represents maps by fine-grained grids that model the occupied and free space of the environment. this approach has been used in a great number of robotic systems, such as . an alternative metric mapping algorithm was proposed by chatila and laumond 15 , using sets of polyhedra to describe the geometry of environments. examples of topological approaches include the wor",0,MENTION
